SYSNAME,SUBSTRATE,PRODUCT,bin,OxidativeHalf,ReductionHalf
"4-hydroxybenzoate,NAD(P)H:oxygen oxidoreductase (3-hydroxylating)","['4-hydroxybenzoate', '4-hydroxybenzoate [CPD:C00156];', 'H+', 'H+ [CPD:C00080];', 'NAD(P)H', 'NADH [CPD:C00004];', 'NADPH [CPD:C00005];', 'O2', 'O2 [CPD:C00007]']","['3,4-dihydroxybenzoate', '3,4-dihydroxybenzoate [CPD:C00230];', 'H2O', 'H2O [CPD:C00001]', 'NAD(P)+', 'NAD+ [CPD:C00003];', 'NADP+ [CPD:C00006];', 'protocatechuate']",0,0,0
"2-nitrophenol,NADPH:oxygen 2-oxidoreductase (2-hydroxylating, nitrite-forming)","['1,2-benzoquinone', '2-nitrophenol', '2-nitrophenol [CPD:C01988];', '3-methyl-2-nitrophenol', '4-chloro-2-nitrophenol', '4-formyl-2-nitrophenol', '4-methyl-2-nitrophenol', '4-nitroresorcinol', '5-fluoro-2-nitrophenol', '5-methyl-2-nitrophenol', 'H+', 'H+ [CPD:C00080];', 'NADPH', 'NADPH [CPD:C00005];', 'O2', 'O2 [CPD:C00007]', 'more']","['2-benzoquinone', '3-methylcatechol', '3-nitrocatechol', '4-chlorocatechol', '4-formyl-1,2-benzenediol', '4-methyl-catechol', '4-methylcatechol', '5-fluoro-catechol', '5-methylcatechol', '?', 'H2O', 'H2O [CPD:C00001]', 'NADP+', 'NADP+ [CPD:C00006];', 'catechol', 'catechol [CPD:C00090];', 'nitrite', 'nitrite [CPD:C00088];']",0,0,0
"5,6-dihydrouracil:NADP+ 5-oxidoreductase","['5,6-dihydrouracil [CPD:C00429];', 'NADP+ [CPD:C00006]']","['uracil [CPD:C00106];', 'NADPH [CPD:C00005];', 'H+ [CPD:C00080]']",0,0,0
"(4-hydroxyphenyl)ethan-1-one,NADPH:oxygen oxidoreductase (ester-forming)","['(4-hydroxyphenyl)ethan-1-one', '(4-hydroxyphenyl)ethan-1-one [CPD:C10700];', '(R)-2-phenylpentan-3-one', '(R)-3-phenylbutan-2-one', '(R)-3-phenylpentan-2-one', '(R)-4-phenylhexan-2-one', '1-bromo-indanone', '1-indanone', '1-tetralone', ""2'-hydroxyacetophenone"", '2,4-pentanedione', '2-acetylpyridine', '2-acetylpyrrole', '2-chloro-thioanisole', '2-chloroethyl phenyl sulfide', '2-decanone', '2-hydroxyacetophenone', '2-indanone', '2-oxabicyclo[3.2.0]heptan-6-one', '2-oxabicyclo[4.2.0]octan-7-one', '2-phenylpentan-3-one', '2-phenylpropionaldehyde', '2-pyrrole carboxaldehyde', ""3'-hydroxyacetophenone"", '3-aminoacetophenone', '3-chloro-2-butanone', '3-chloro-thioanisole', '3-hydroxyacetophenone', '3-methoxyacetophenone', '3-nitroacetophenone', '3-oxabicyclo[3.2.0]heptan-6-one', '3-phenyl-2-butanone', '3-phenyl-2-pentanone', '4-acetylpyridine', '4-amino-thioanisole', '4-aminoacetophenone', '4-chloro-thioanisole', '4-chloroacetophenone', '4-cyano-thioanisole', '4-fluoroacetophenone', '4-hydroxy-2-decanone', '4-hydroxy-2-nonanone', '4-hydroxy-2-octanone', '4-hydroxy-2-undecanone', '4-hydroxy-3-methylacetophenone', '4-hydroxy-4-phenyl-2-butanone', '4-hydroxyacetophenone', '4-hydroxybenzaldehyde', '4-hydroxypropiophenone', '4-methoxy-thioanisole', '4-methoxyacetophenone', '4-methyl-thioanisole', '4-methylacetophenone', '4-nitro-thioanisole', '4-nitroacetophenone', '5-bromo-1-indanone', '5-chloro-1-indanone', '5-methoxy-1-indanone', '6-chloro-1-indanone', '6-methoxy-1-indanone', 'H+', 'H+ [CPD:C00080];', 'NADH', 'NADPH', 'NADPH [CPD:C00005];', 'O2', 'O2 [CPD:C00007]', 'acetophenone', 'acetylcyclohexane', 'benzaldehyde', 'benzocyclobutanone', 'benzyl 1-methylethyl sulfide', 'benzyl butyl sulfide', 'benzyl ethyl sulfide', 'benzyl methyl sulfide', 'benzyl propyl sulfide', 'bicyclo[3.2.0]hept-2-en-6-one', 'bicyclo[3.2.0]heptan-6-one', 'bicyclo[4.2.0]octan-7-one', 'bicyclohept-2-en-6-one', 'butyl phenyl sulfide', 'butyrophenone', 'chloromethyl phenyl sulfide', 'cyclohexane carboxaldehyde', 'cyclopropyl phenyl sulfide', 'ethenyl phenyl sulfide', 'ethyl phenyl sulfide', 'hydroxyacetone', 'isobutyrophenone', 'methyl (phenylsulfanyl)methyl ether', 'methyl 2-phenylethyl sulfide', 'methyl 3-phenylpropyl sulfide', 'methyl 4-tolyl sulfide', 'methyl naphthalen-2-yl sulfide', 'methyl-4-tolyl sulfide', 'methylphenyl sulfide', 'more', 'phenyl prop-2-en-1-yl sulfide', 'phenyl propyl sulfide', 'phenylacetone', 'propiophenone', 'rac-2-methyl-1-indanone', 'thioanisole', 'tricyclo[4.2.1.02,5]nonan-3-one', 'trifluoroacetophenone']","['(R)-3-methyl-3,4-dihydrocoumarin', '1-(4-aminophenyl)ethanol', '1-hydroxy-1-phenylethyl acetate', '1-phenylethyl acetate', '1-phenylpropyl acetate', '2-chloroethyl phenyl (S)-sulfoxide', '2-chlorophenyl methyl (S)-sulfoxide', '2-chlorophenyl methyl sulfoxide', '2-coumaranone', '2-hydroxyphenyl acetate', '3,4-dihydrocoumarin', '3-chlorophenyl methyl (S)-sulfoxide', '3-chlorophenyl methyl sulfoxide', '3-hydroxyphenyl acetate', '3-isochromanone', '4,5-dihydro-1-benzoxepin-2(3H)-one', '4-[(S)-methylsulfinyl]aniline', '4-[(S)-methylsulfinyl]benzonitrile', '4-aminophenyl methyl sulfoxide', '4-chlorophenyl methyl (S)-sulfoxide', '4-chlorophenyl methyl sulfoxide', '4-cyanophenyl methyl sulfoxide', '4-fluorophenyl acetate', '4-hydroxy-3-methylphenyl acetate', '4-hydroxybenzoate', '4-hydroxyheptylacetate', '4-hydroxyhexyl acetate', '4-hydroxynonyl acetate', '4-hydroxyoctyl acetate', '4-hydroxyphenyl acetate', '4-hydroxyphenyl acetate [CPD:C13636];', '4-hydroxyphenyl propionate', '4-methoxyphenyl acetate', '4-methoxyphenyl methyl (S)-sulfoxide', '4-methoxyphenyl methyl sulfoxide', '4-methylphenyl acetate', '4-methylphenyl methyl sulfoxide', '4-nitrophenyl methyl sulfoxide', '5-bromo-3,4-dihydrochromen-2-one', '5-chloro-3,4-dihydrochromen-2-one', '5-methoxy-3,4-dihydrochromen-2-one', '6-bromoisochroman-1-one', '6-methoxy-3,4-dihydrochromen-2-one', '7-chloro-3,4-dihydrochromen-2-one', '?', 'H2O', 'H2O [CPD:C00001]', 'NAD+', 'NADP+', 'NADP+ [CPD:C00006];', 'benzyl 1-methylethyl (R)-sulfoxide', 'benzyl acetate', 'benzyl butyl (R)-sulfoxide', 'benzyl ethyl (S)-sulfoxide', 'benzyl methyl (S)-sulfoxide', 'benzyl propyl (R)-sulfoxide', 'butyl phenyl (S)-sulfoxide', 'chloromethyl phenyl (R)-sulfoxide', 'coumaranone', 'cyclopropyl phenyl (S)-sulfoxide', 'ethenyl phenyl (S)-sulfoxide', 'ethyl phenyl (S)-sulfoxide', 'methoxymethyl phenyl (R)-sulfoxide', 'methyl 2-phenylethyl (R)-sulfoxide', 'methyl 3-phenylpropyl (R)-sulfoxide', 'methyl 4-methylphenyl (S)-sulfoxide', 'methyl 4-nitrophenyl (S)-sulfoxide', 'methyl naphthalen-2-yl (S)-sulfoxide', 'methyl phenyl (S)-sulfoxide', 'methyl phenyl sulfoxide', 'phenyl acetate', 'phenyl butyrate', 'phenyl formate', 'phenyl isobutyrate', 'phenyl prop-2-en-1-yl (S)-sulfoxide', 'phenyl propionate', 'phenyl propyl (S)-sulfoxide']",0,0,0
vanillyl alcohol:oxygen oxidoreductase,"[""(R)-1-(4'-Hydroxyphenyl)ethanol"", ""(R,S)-1-(4'-Hydroxyphenyl)propanol"", ""(S)-1-(4'-Hydroxyphenyl)ethanol"", ""1-(4'-Hydroxyphenyl)-2-butanone"", ""2-(4'-Hydroxyphenyl)ethanol"", '2-Methoxy-4-n-propylphenol', '2-amino-p-cresol', '2-methyl-p-cresol', ""3-(4'-Hydroxyphenyl)propanol"", '3-methoxy-4-hydroxybenzyl alcohol', ""4-(3'-Methylcrotyl)phenol"", '4-(Methoxymethyl)phenol', '4-(methoxymethyl)phenol', '4-Hydroxy-3-methoxybenzylamine', '4-Hydroxy-3-methoxyphenylglycol', '4-Isopropylphenol', '4-Methylphenol', '4-Propylphenol', '4-butylphenol', '4-ethylphenol', '4-hydroxybenzyl alcohol', '4-isopropylphenol', '4-n-Butylphenol', '4-n-Heptylphenol', '4-n-Pentylphenol', '4-n-propylphenol', '4-propylphenol', '4-sec-Butylphenol', '4-sec-butylphenol', '5,6,7,8-Tetrahydro-2-naphthol', '5-Indanol', 'Metanephrine', 'Norepinephrine', 'Normetanephrine', 'O2', 'O2 [CPD:C00007]', 'chavicol', 'creosol', 'eugenol', 'more', 'p-cresol', 'phenazine methosulfate', 'vanillyl alcohol', 'vanillyl alcohol [CPD:C06317];', 'vanillylamine']","[""(R)-1-(4'-hydroxyphenyl)ethanol"", ""(R)-1-(4'-hydroxyphenyl)propanol"", ""1-(4'-Hydroxy-3'-methoxyphenyl)propanol"", ""1-(4'-Hydroxyphenyl)propanol"", ""1-(4'-hydroxyphenyl)ethanol"", ""1-(4'-hydroxyphenyl)propanol"", ""1-(4'-hydroxyphenyl)propanone"", '3-methoxy-4-hydroxybenzaldehyde', '4-(prop-1-en-1-yl)phenol', '4-Hydroxybenzaldehyde', '4-Hydroxyphenylalcohol', '4-Hydroxyphenylalkene', '4-[(1R)-1-hydroxybutyl]phenol', '4-but-1-en-1-ylphenol', '4-hydroxyacetophenone', '4-hydroxybenzaldehyde', '4-hydroxyphenylalkanone', '4-hydroxyphenylalkene', '4-isopropenylphenol', '4-propenylphenol', '4-vinylphenol', '?', 'H2O', 'H2O2', 'H2O2 [CPD:C00027]', ""cis-1-(4'-hydroxyphenyl)propene"", 'coniferyl alcohol', 'coumaryl alcohol', 'reduced phenazine methosulfate', ""trans-1-(4'-hydroxyphenyl)propene"", 'vanillin', 'vanillin [CPD:C00755];']",0,0,0
"5-amino-5-(4-hydroxybenzyl)-6-(D-ribitylimino)-5,6-dihydrouracil ammonia-lyase (7,8-didemethyl-8-hydroxy-5-deazariboflavin-forming)","['5-amino-5-(4-hydroxybenzyl)-6-(D-ribitylimino)-5,6-dihydrouracil [CPD:C21971];', 'S-adenosyl-L-methionine [CPD:C00019]']","['7,8-didemethyl-8-hydroxy-5-deazariboflavin [CPD:C19154];', 'NH3 [CPD:C00014];', 'L-methionine [CPD:C00073];', ""5'-deoxyadenosine [CPD:C05198]""]",0,0,0
nucleoside:oxygen 5'-oxidoreductase,"[""2'-deoxyadenosine"", ""5'-dehydroinosine [CPD:C01993]"", 'O2', 'O2 [CPD:C00007];', 'adenosine', 'cytidine', 'deoxycytidine', 'deoxyguanosine', 'deoxyinosine', 'guanosine', 'hydroquinone', 'inosine', 'inosine [CPD:C00294];', 'thymidine', 'uridine', 'xanthosine']","['1-riburonosylcytosine', '1-riburonosylthymine', '1-riburonosyluracil', ""5'-dehydroinosine [CPD:C01993]"", '9-(2-deoxy-beta-D-erythro-pentofuranuronosyl)-9H-purin-6-amine', '9-riburonosyladenine', '9-riburonosyldeoxyguanine', '9-riburonosyldeoxyhypoxanthine', '9-riburonosylguanine', '9-riburonosylhypoxanthine', '9-riburonosylhypoxanthine [CPD:C11631];', '9-riburonosylxanthine', 'H2O', 'H2O [CPD:C00001];', 'p-quinone']",0,0,0
(R)-10-hydroxystearate 10-hydro-lyase (oleate-forming),['(R)-10-hydroxystearate [CPD:C03195]'],"['oleate [CPD:C00712];', 'H2O [CPD:C00001]']",0,0,0
4-methylaminobutanoate methylamidohydrolase,"['4-methylaminobutanoate;', 'O2 [CPD:C00007];', 'H2O [CPD:C00001]']","['succinate semialdehyde [CPD:C00232];', 'methylamine [CPD:C00218];', 'H2O2 [CPD:C00027]']",0,0,0
thiamine:oxygen 5-oxidoreductase,"['H2O [CPD:C00001]', 'O2', 'O2 [CPD:C00007];', 'oxythiamine', 'pyrithiamine', 'thiamine', 'thiamine [CPD:C00378];']","['?', 'H2O2', 'H2O2 [CPD:C00027]', 'thiamine acetate', 'thiamine acetic acid [CPD:C02892];']",0,0,0
ADP-sugar sugarphosphohydrolase,"['ADP-sugar [CPD:C01469];', 'H2O [CPD:C00001]']","['AMP [CPD:C00020];', 'alpha-D-aldose 1-phosphate [CPD:C00991]']",0,0,0
"taxa-4,11-diene,hydrogen-donor:oxygen oxidoreductase (5alpha-hydroxylating)","['AH2', 'NADPH', 'O2', 'O2 [CPD:C00007]', 'more', 'reduced acceptor [CPD:C00030];', 'taxa-4(20),11(12)-diene', 'taxa-4(20)-11(12)-diene', 'taxa-4(5),11(12)-diene', 'taxa-4,11-diene', 'taxa-4,11-diene [CPD:C11894];', 'taxadiene']","['5(12)-oxa-3(11)-cyclotaxane', '?', 'A', 'H2O', 'H2O [CPD:C00001]', 'NADP+', 'acceptor [CPD:C00028];', 'taxa-4(20),11(12)-dien-5alpha-ol', 'taxa-4(20),11-dien-5alpha-ol', 'taxa-4(20),11-dien-5alpha-ol [CPD:C11895];', 'taxadiene-5alpha-ol']",0,0,0
thioredoxin:NADP+ oxidoreductase,"['thioredoxin [CPD:C00342];', 'NADP+ [CPD:C00006]']","['thioredoxin disulfide [CPD:C00343];', 'NADPH [CPD:C00005];', 'H+ [CPD:C00080]']",0,0,0
pyruvate:oxygen 2-oxidoreductase (CoA-acetylating),"['pyruvate [CPD:C00022];', 'CoA [CPD:C00010];', 'O2 [CPD:C00007]']","['acetyl-CoA [CPD:C00024];', 'CO2 [CPD:C00011];', 'H2O2 [CPD:C00027]']",0,0,0
D-fructose:acceptor 5-oxidoreductase,"[""1,1'-dimethylferricenium ion"", '2,3-dimethoxy-5-farnesyl-1,4-benzoquinone', '2,3-dimethoxy-5-methyl-1,4-benzoquinone', '2,6-dichlorophenolindophenol', '7,7,8,8-tetracyanoquinodimethane', 'D-fructose', 'D-fructose [CPD:C00095];', '[3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide]', '[Fe(CN)6]3-', 'acceptor', 'acceptor [CPD:C00028]', 'ferricyanide', 'more', 'nitro blue tetrazolium', 'oxidized 1-methoxy-5-methylphenazinium methylsulfate', 'phenazine methosulfate', 'ubiquinone']","[""1,1'-dimethylferrocenium ion"", '2,3-dimethoxy-5-farnesyl-1,4-benzoquinol', '2,3-dimethoxy-5-methyl-1,4-benzoquinol', '2-dehydro-D-fructose', '5-dehydro-D-fructose', '5-dehydro-D-fructose [CPD:C00273];', '?', '[3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide] formazan', '[Fe(CN)6]4-', 'ferrocyanide', 'reduced 1-methoxy-5-methylphenazinium methylsulfate', 'reduced 2,6-dichlorophenolindophenol', 'reduced 7,7,8,8-tetracyanoquinodimethane', 'reduced acceptor', 'reduced acceptor [CPD:C00030]', 'ubiquinol']",0,0,0
"benzoate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (4-hydroxylating)","['2-chlorobenzoate', '2-fluorobenzoate', '2-hydroxybenzoate', '2-methylbenzoate', '2-methylbenzoic acid', '3-chlorobenzoate', '3-fluorobenzoate', '3-hydroxybenzoate', '3-hydroxybenzoic acid', '3-methoxybenzoate', '3-methylbenzoate', '3-methylbenzoic acid', '4-chlorobenzoate', '4-methylbenzoate', 'NADPH', 'O2', 'O2 [CPD:C00007]', '[reduced NADPH---hemoprotein reductase] [CPD:C03024];', '[reduced NADPH-hemoprotein reductase]', 'benzoate', 'benzoate [CPD:C00180];', 'benzoic acid', 'cinnamate', 'nicotinate', 'picolinate']","['2,4-dihydroxybenzoate', '2-chloro-4-hydroxybenzoate', '2-fluoro-4-hydroxybenzoate', '2-hydro-1,2-dihydroxybenzoate', '2-methyl-4-hydroxybenzoate', '3,4-dihydroxybenzoate', '3,4-dihydroxybenzoic acid', '3-chloro-4-hydroxybenzoate', '3-fluoro-4-hydroxybenzoate', '3-methoxy-4-hydroxybenzoate', '3-methyl-4-hydroxybenzoate', '4-coumarate', '4-hydroxy-2-methylbenzoic acid', '4-hydroxy-3-methylbenzoic acid', '4-hydroxybenzoate', '4-hydroxybenzoate [CPD:C00156];', '4-hydroxybenzoic acid', '?', 'H2O', 'H2O [CPD:C00001]', 'NADP+', '[oxidized NADPH---hemoprotein reductase] [CPD:C03161];', '[oxidized NADPH-hemoprotein reductase]']",0,0,0
"(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA:acceptor 24-oxidoreductase (24R-hydroxylating)","['(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA [CPD:C15613];', 'H2O [CPD:C00001];', 'acceptor [CPD:C00028]']","['(24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestan-26-oyl-CoA [CPD:C15614];', 'reduced acceptor [CPD:C00030]']",0,0,0
"linoleoyl-lipid,reduced acceptor:oxygen 8,11-allylic oxidase (8E,10E-forming)","['(6Z,9Z,12Z)-octadec-6,9,12-trienoyl-[glycerolipid]', '(9Z)-hexadec-9-enoyl -[glycerolipid]', '(9Z)-hexadec-9-enoyl-[glycerolipid]', '(9Z)-octadec-9-enoyl-[glycerolipid]', '(9Z,12Z)-octadec-9,12-dienoyl-[glycerolipid]', '(9Z,12Z,15Z)-octadec-9,12,15-trienoyl-[glycerolipid]', 'O2', 'O2 [CPD:C00007]', 'linoleoyl-[glycerolipid]', 'linoleoyl-[glycerolipid] [CPD:C21529];', 'more', 'reduced acceptor', 'reduced acceptor [CPD:C00030];']","['(6Z,9Z,11E,13E)-octadec-6,9,11,13-tetraenoyl -[glycerolipid]', '(8E,10E,12Z)-octadec-8,10,12-trienoly-[glycerolipid]', '(8E,10E,12Z)-octadeca-8,10,12-trienoyl-[glycerolipid]', '(8E,10E,12Z)-octadeca-8,10,12-trienoyl-[glycerolipid];', '(8Z,10Z)-hexadec-8,10-dienoyl-[glycerolipid]', '(8Z,10Z)-octadec-8,10-dienoyl-[glycerolipid]', '(9Z,11E,13E,15Z)-octadec-9,11,13,15-tetraenoyl-[glycerolipid]', '(9Z,11Z,13Z)-octadec-9,12,13-trienoyl-[glycerolipid]', '(9Z,12E)-hexadec-9,12-dienoyl-[glycerolipid]', '(9Z,12E)-octadec-9,12-dienoyl-[glycerolipid]', '?', 'H2O', 'H2O [CPD:C00001]', 'acceptor', 'acceptor [CPD:C00028];']",0,0,0
adenylyl-sulfate sulfohydrolase,"['adenylyl sulfate [CPD:C00224];', 'H2O [CPD:C00001]']","['AMP [CPD:C00020];', 'sulfate [CPD:C00059]']",0,0,0
"ATP phosphohydrolase (ABC-type, peptide-exporting)","['ATP [CPD:C00002];', 'H2O [CPD:C00001];', 'protein[side 1]']","['ADP [CPD:C00008];', 'phosphate [CPD:C00009];', 'protein[side 2]']",0,0,0
"protoasukamycin,NADH:oxygen oxidoreductase (4-hydroxylating)","['H+', 'H+ [CPD:C00080];', 'NADH', 'NADH [CPD:C00004];', 'NADPH', 'O2', 'O2 [CPD:C00007]', 'protoasukamycin', 'protoasukamycin [CPD:C21145];']","['4-hydroxyprotoasukamycin', '4-hydroxyprotoasukamycin [CPD:C21146];', 'H2O', 'H2O [CPD:C00001]', 'NAD+', 'NAD+ [CPD:C00003];', 'NADP+']",0,0,0
cob(II)alamin:NAD+ oxidoreductase,"['H+', 'H2O [CPD:C00001]', 'NAD+ [CPD:C00003];', 'NADH', 'NADPH', 'aquacob(III)alamin', 'aquacobalamin', 'cob(II)alamin', 'cob(II)alamin [CPD:C00541];', 'cob(III)alamin', 'hydroxycobalamin', 'more']","[""5'-deoxyadenosylcobalamin"", '?', 'H+ [CPD:C00080]', 'NAD+', 'NADH [CPD:C00004];', 'NADP+', 'aquacob(III)alamin [CPD:C00992];', 'cob(I)alamin', 'cob(II)alamin']",0,0,0
NADH:ubiquinone oxidoreductase,"['NADH [CPD:C00004];', 'ubiquinone [CPD:C00399];', 'H+[side 1]']","['NAD+ [CPD:C00003];', 'ubiquinol [CPD:C00390];', 'H+[side 2]']",0,0,0
N1-acetylpolyamine:oxygen oxidoreductase (3-acetamidopropanal-forming),"['N1-acetylspermidine [CPD:C00612];', 'O2 [CPD:C00007];', 'H2O [CPD:C00001];', 'N1-acetylspermine [CPD:C02567]']","['putrescine [CPD:C00134];', '3-acetamidopropanal [CPD:C18170];', 'H2O2 [CPD:C00027];', 'spermidine [CPD:C00315]']",0,0,0
"long-chain-alkane,FMNH2:oxygen oxidoreductase","['FMNH2', 'FMNH2 [CPD:C01847];', 'O2', 'O2 [CPD:C00007]', 'a long-chain alkane', 'docosan', 'dotriacontan', 'hexacosan', 'hexadecane', 'hexatriacontan', 'long-chain alkane [CPD:C21763];', 'octacosan', 'octadecane', 'pentadecane', 'tetracosan']","['1-docosanol', '1-dotriacontanol', '1-hexacosanol', '1-hexadecanol', '1-hexatriacontanol', '1-octacosanol', '1-octadecanol', '1-pentadecanol', '1-tetracosanol', 'FMN', 'FMN [CPD:C00061];', 'H2O', 'H2O [CPD:C00001]', 'a long-chain primary alcohol', 'long-chain primary alcohol;']",0,0,0
NADH:hydrogen-peroxide oxidoreductase,"['H+', 'H+ [CPD:C00080];', 'H2O', 'H2O2', 'H2O2 [CPD:C00027]', 'NAD+', 'NADH', 'NADH [CPD:C00004];', 'ferricyanide', 'more', 'reduced o-dianisidine']","['2 H2O', '?', 'H2O', 'H2O [CPD:C00001]', 'H2O2', 'NAD+', 'NAD+ [CPD:C00003];', 'NADH', 'ferrocyanide', 'oxidised o-dianisidine']",0,0,0
"3-(3-hydroxyphenyl)propanoate,NADH:oxygen oxidoreductase (2-hydroxylating)","['(2E)-3-(3-hydroxyphenyl)prop-2-enoate [CPD:C12621]', '3-(3-hydroxyphenyl)propanoate', '3-(3-hydroxyphenyl)propanoate [CPD:C11457];', 'H+', 'H+ [CPD:C00080];', 'NADH', 'NADH [CPD:C00004];', 'O2', 'O2 [CPD:C00007];', 'more']","['(2E)-3-(2,3-dihydroxyphenyl)prop-2-enoate [CPD:C12623]', '3-(2,3-dihydroxyphenyl)propanoate', '3-(2,3-dihydroxyphenyl)propanoate [CPD:C04044];', '?', 'H2O', 'H2O [CPD:C00001];', 'NAD+', 'NAD+ [CPD:C00003];']",0,0,0
"L-lysine,NADPH:oxygen oxidoreductase (6-hydroxylating)","['(S)-2-Aminoethyl-L-Cys', '1,5-Diaminopentane', 'D-lysine', 'DL-4-Selenalysine', 'DL-Homocysteine', 'DL/DL-Allo-delta-hydroxylysine', 'H+', 'H+ [CPD:C00080];', 'L-Lys', 'L-lysine', 'L-lysine [CPD:C00047];', 'NADH', 'NADPH', 'NADPH [CPD:C00005];', 'O2', 'O2 [CPD:C00007]', 'iodine', 'more']","['?', 'H2O', 'H2O [CPD:C00001]', 'N6-Hydroxy-L-Lys', 'N6-hydroxy-D-lysine', 'N6-hydroxy-L-lysine', 'N6-hydroxy-L-lysine [CPD:C01028];', 'NAD+', 'NADP+', 'NADP+ [CPD:C00006];', 'iodate']",0,0,0
"(-)-bornane-2,5-dione,FMNH2:oxygen oxidoreductase (1,2-lactonizing)","['(+)-camphor', '(+/-)-cis-bicyclo[3.2.0]hept-2-en-6-one', '(-)-bornane-2,5-dione', '(-)-bornane-2,5-dione [CPD:C21929];', '(-)-bornanone', '(-)-camphor', '(R,R)-bicyclo[2.2.1]heptane-2,5-dione', '2,3,4,5-tetramethyl-2-cyclopenten-1-one', '2-cyclohexen-1-one', '2-cyclopenten-1-one', '2-decanone', '3,5,5-trimethyl-2-cyclohexen-1-one', '3,6-diketocamphane', '3-methyl-2-cyclohexen-1-one', '3-methyl-2-cyclopenten-1-one', '4-phenyl-2-butanone', 'FMNH2', 'FMNH2 [CPD:C01847]', 'O2', 'O2 [CPD:C00007];', 'acetophenone', 'cyclobutanone', 'cyclohexanone', 'cyclopentanone', 'more', 'norcamphor']","['(-)-5-oxo-1,2-campholide', '(-)-5-oxo-1,2-campholide [CPD:C21930];', '1,8,8-trimethyl-2-oxabicyclo[3.2.1]octane-3,6-dione', '?', 'FMN', 'FMN [CPD:C00061];', 'H2O', 'H2O [CPD:C00001]', 'NAD+']",0,0,0
NAD(P)H:ferrileghemoglobin oxidoreductase,"['NADH [CPD:C00004];', 'NADPH [CPD:C00005];', 'H+ [CPD:C00080];', 'ferrileghemoglobin [CPD:C02683]']","['NAD+ [CPD:C00003];', 'NADP+ [CPD:C00006];', 'ferroleghemoglobin [CPD:C02685]']",0,0,0
aldehyde:oxygen oxidoreductase,"['aldehyde [CPD:C00071];', 'H2O [CPD:C00001];', 'O2 [CPD:C00007]']","['carboxylate [CPD:C00060];', 'H2O2 [CPD:C00027]']",0,0,0
"L-arginine,reduced-flavodoxin:oxygen oxidoreductase (nitric-oxide-forming)","['2 L-arginine', '2 Nomega-hydroxy-L-arginine', '2 O2', '2 reduced flavodoxin', '2 tetrahydrobiopterin', '3 reduced flavodoxin', '3 tetrahydrobiopterin', '3 tetrahydrofolate', '4 O2', 'L-arginine [CPD:C00062];', 'N-omega-hydroxy-L-arginine', 'Nomega-hydroxy-L-arginine [CPD:C05933]', 'O2 [CPD:C00007];', 'more', 'reduced flavodoxin', 'reduced flavodoxin [CPD:C02745];', 'tetrahydrobiopterin']","['2 H2O', '2 L-citrulline', '2 Nomega-hydroxy-L-arginine', '2 nitric oxide', '2 oxidized flavodoxin', '2 oxidized tetrahydrobiopterin', '3 oxidized flavodoxin', '3 oxidized tetrahydrobiopterin', '3 oxidized tetrahydrofolate', '4 H2O', '?', 'H2O [CPD:C00001];', 'L-citrulline [CPD:C00327];', 'Nomega-hydroxy-L-arginine [CPD:C05933]', 'nitric oxide [CPD:C00533];', 'oxidized flavodoxin', 'oxidized flavodoxin [CPD:C02869];', 'oxidized tetrahydrobiopterin']",0,0,0
aclacinomycin-N:oxygen oxidoreductase,"['2 aclacinomycin N', 'O2', 'O2 [CPD:C00007]', 'aclacinomycin N [CPD:C18637];']","['2 aclacinomycin A', 'H2O2', 'H2O2 [CPD:C00027]', 'aclacinomycin A [CPD:C18638];']",0,0,0
"3-(3,4-dihydroxyphenyl)propanoyl-CoA:NAD+,ferredoxin oxidoreductase","['3-(3,4-dihydroxyphenyl)propanoyl-CoA [CPD:C21175];', 'NAD+ [CPD:C00003];', 'reduced ferredoxin [iron-sulfur] cluster [CPD:C00138]']","['(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl-CoA [CPD:C00323];', 'NADH [CPD:C00004];', 'oxidized ferredoxin [iron-sulfur] cluster [CPD:C00139]']",0,0,0
L-aspartate:oxygen oxidoreductase,"['L-aspartate [CPD:C00049];', 'O2 [CPD:C00007]']","['iminosuccinate [CPD:C05840];', 'H2O2 [CPD:C00027]']",0,0,0
"1,8-cineole,[reduced flavodoxin]:oxygen oxidoreductase (2-endo-hydroxylating)","['1,8-cineole', '1,8-cineole [CPD:C09844];', '2,2-dimethylbicyclo[2.2.2]octane', 'O2', 'O2 [CPD:C00007]', '[reduced NADPH-hemoprotein reductase]', '[reduced flavodoxin]', 'camphane', 'more', 'reduced flavodoxin [CPD:C02745];']","['(1R)-6beta-hydroxycineole', '2-endo-hydroxy-1,8-cineole', '2-endo-hydroxy-1,8-cineole [CPD:C03092];', '6beta-hydroxycineole', '?', 'H2O', 'H2O [CPD:C00001]', '[oxidized NADPH-hemoprotein reductase]', '[oxidized flavodoxin]', 'camphor', 'oxidized flavodoxin [CPD:C02869];']",0,0,0
